78.22 75.47 76.98 76.60 76.42 76.69 76.03 77.04 79.13 
76.90 73.72 73.42 73.61 73.38 73.69 73.80 74.01 76.58 
76.49 73.34 73.31 74.01 72.77 73.56 73.59 73.35 77.19 
77.22 72.94 72.95 73.54 73.50 73.01 72.90 73.55 77.01 
76.79 73.21 73.21 73.67 73.58 73.73 73.84 72.88 76.43 
77.29 73.47 73.37 72.94 73.69 73.66 73.99 73.03 75.96 
77.43 73.54 72.82 73.56 73.12 73.27 74.20 73.37 76.68 
77.64 72.84 73.36 73.06 72.81 73.30 72.93 73.62 75.28 
79.41 76.93 76.97 77.09 77.00 76.32 76.18 76.22 78.84 
